country,founded,id,industry,linkedin_url,locality,name,region,size,website,country_iso2
united states,0,united-satellite-communication,computer games,linkedin.com/company/united-satellite-communication,clifton,united satellite communication,new jersey,1-10,,US
canada,0,sykes-canada-corporation,computer games,linkedin.com/company/sykes-canada-corporation,london,sykes canada corporation,ontario,1-10,,CA
,0,nomercy,computer games,linkedin.com/company/nomercy,,nomercy,,1-10,nomercy.pro,
pakistan,0,team-tech-studio-jobs,computer games,linkedin.com/company/team-tech-studio-jobs,lahore,team tech studio jobs,punjab,1-10,teamtechstudio.com,PK
greece,0,edge-of-mythos,computer games,linkedin.com/company/edge-of-mythos,athens,edge of mythos,attiki,1-10,,GR
hong kong,0,glis-games,computer games,linkedin.com/company/glis-games,hong kong,glis games,central and western,1-10,glisgames.com,HK
,0,tabbymoon,computer games,linkedin.com/company/tabbymoon,,tabby moon,,1-10,tabbymoon.com,
australia,0,jumbuck-entertainment,computer games,linkedin.com/company/jumbuck-entertainment,,jumbuck entertainment,,11-50,,AU
,0,poker-space,computer games,linkedin.com/company/poker-space,,poker space,,11-50,pokerspace.io,
thailand,0,peacelygame,computer games,linkedin.com/company/peacelygame,maha sarakham,peacelygame,maha sarakham,1-10,peacely.io,TH
czechia,0,last-one-standing-wins,computer games,linkedin.com/company/last-one-standing-wins,,last one standing wins,praha,1-10,lastonestandingwins.com,CZ
france,0,qoni-studio,computer games,linkedin.com/company/qoni-studio,paris,qoni studio,ile-de-france,1-10,apple.com/us/app/id1534712015,FR
united states,0,swgemu,computer games,linkedin.com/company/swgemu,,swgemu,,11-50,swgemu.com,US
china,0,shanghai-kingnet-technology-co-ltd,computer games,linkedin.com/company/shanghai-kingnet-technology-co-ltd,shanghaishih,"shanghai kingnet technology co., ltd",shanghai,1-10,kai-ying.com,CN
spain,0,yokaicade,computer games,linkedin.com/company/yokaicade,,yokaicade,madrid,1-10,meteorbytestudios.com,ES
united kingdom,0,tiga,computer games,linkedin.com/company/tiga,london,tiga,greater london,11-50,tiga.org,GB
,0,stormhammer-games,computer games,linkedin.com/company/stormhammer-games,,stormhammer games,,1-10,stormhammergames.com,
ukraine,0,alcore-games-studio,computer games,linkedin.com/company/alcore-games-studio,uzhgorod,alcore games studio,transcarpathia,1-10,,UA
,0,espacejeux-loto-qu-bec,computer games,linkedin.com/company/espacejeux-loto-qu-bec,,"espacejeux, loto-québec",,1-10,espacejeux.com,
mexico,0,üfun-games,computer games,linkedin.com/company/üfun-games,ciudad satelite,üfun games,estado de mexico,1-10,,MX
netherlands,0,wild-arrow-esports,computer games,linkedin.com/company/wild-arrow-esports,harderwijk,wild arrow esports,gelderland,1-10,wildarrowesports.com,NL
portugal,0,game-dev-lisbon,computer games,linkedin.com/company/game-dev-lisbon,,game dev lisbon,lisbon,1-10,gamedevlisbon.com,PT
,0,tanglewood-games,computer games,linkedin.com/company/tanglewood-games,,tanglewood games,,11-50,tanglewoodgames.com,
canada,0,hymedia,computer games,linkedin.com/company/hymedia,,hymedia,quebec,1-10,hymedia.ca,CA
,0,rather-unique,computer games,linkedin.com/company/rather-unique,,rather unique ab,,1-10,ratherunique.se,
,0,warzonelive,computer games,linkedin.com/company/warzonelive,,warzone,,11-50,warzone.live,
brazil,0,mush-3d-art-outsourcing,computer games,linkedin.com/company/mush-3d-art-outsourcing,florianópolis,mush 3d art outsourcing,santa catarina,1-10,,BR
,0,五岳红狐,computer games,linkedin.com/company/五岳红狐,,五岳红狐,,1-10,ifoxsoft.cn,
romania,0,editura-edu,computer games,linkedin.com/company/editura-edu,,editura edu,,11-50,edituraedu.ro,RO
austria,0,accidently-awesome,computer games,linkedin.com/company/accidently-awesome,graz,accidently awesome,saintria,1-10,accidentlyawesome.com,AT
united kingdom,0,plus-one-games,computer games,linkedin.com/company/plus-one-games,,plus one games,,1-10,plusonegames.co.uk,GB
united states,0,casino-games-intl,computer games,linkedin.com/company/casino-games-intl,santa rosa,casino games intl,california,1-10,casinoslotgames.com,US
liechtenstein,0,dark-skies-studio,computer games,linkedin.com/company/dark-skies-studio,,dark skies studio,vaduz,1-10,vampirewars.io,LI
belarus,0,highcore-games,computer games,linkedin.com/company/highcore-games,,highcore games,minsk,11-50,,BY
philippines,0,transcosmos-philippines-inc,computer games,linkedin.com/company/transcosmos-philippines-inc,,transcosmos philippines inc,,11-50,,PH
,0,lolfr,computer games,linkedin.com/company/lolfr,,lolfr,,11-50,facebook.com/pagelolfr,
united kingdom,0,lonelycanyon,computer games,linkedin.com/company/lonelycanyon,,lonely canyon ltd.,,1-10,akhxnstudios.com,GB
france,0,yessyapp,computer games,linkedin.com/company/yessyapp,lyon,yessy,auvergne-rhône-alpes,1-10,instagram.com/yessy.app,FR
spain,0,mybo-game,computer games,linkedin.com/company/mybo-game,,mybo game,madrid,1-10,,ES
,0,viridian-studios-inc,computer games,linkedin.com/company/viridian-studios-inc,,viridian studios inc.,,1-10,,
spain,0,acec-california,computer games,linkedin.com/company/acec-california,,acec california,madrid,11-50,,ES
united states,0,triseum,computer games,linkedin.com/company/triseum,bryan,triseum,texas,11-50,triseum.com,US
,0,inverse-games-llc,computer games,linkedin.com/company/inverse-games-llc,,inverse games,,1-10,,
turkey,0,nitrid-game,computer games,linkedin.com/company/nitrid-game,,nitrid game,istanbul,1-10,nitrid.com,TR
spain,0,moonlight-games-dev,computer games,linkedin.com/company/moonlight-games-dev,jaen,moonlight games,andalucia,1-10,moonlightgamesdev.com,ES
hungary,0,game-armada,computer games,linkedin.com/company/game-armada,,game armada,,1-10,garmada.com,HU
,0,南通紫琅软件科技有限责任公司,computer games,linkedin.com/company/南通紫琅软件科技有限责任公司,,南通紫琅软件科技有限责任公司,,11-50,zlab.cn,
,0,问天科技,computer games,linkedin.com/company/问天科技,,问天科技,,1-10,91yx.com,
,0,xxlgaming,computer games,linkedin.com/company/xxlgaming,,xxlgaming,,1-10,xxlgaming.com,
united states,0,digitaldna-games,computer games,linkedin.com/company/digitaldna-games,newcastle,digitaldna games,washington,1-10,digitaldnagames.com,US
,0,funky-can-creative,computer games,linkedin.com/company/funky-can-creative,,funky can creative,,1-10,,
united arab emirates,0,antsgames,computer games,linkedin.com/company/antsgames,dubai,antsgames,dubai,51-200,,AE
,0,above-constraints,computer games,linkedin.com/company/above-constraints,,above constraints,,1-10,,
netherlands,0,game-box-technology,computer games,linkedin.com/company/game-box-technology,amsterdam,game box technology,noord-holland,1-10,,NL
united states,0,matrix-games,computer games,linkedin.com/company/matrix-games,arlington,matrix games,vermont,11-50,,US
united states,0,38-studios,computer games,linkedin.com/company/38-studios,providence,38 studios,rhode island,201-500,38studios.com,US
turkey,0,lemoonadegames,computer games,linkedin.com/company/lemoonadegames,,lemoonadegames,istanbul,1-10,lemoonadegames.com,TR
,0,izimakers,computer games,linkedin.com/company/izimakers,,izimakers,,1-10,izimakers.com,
,0,rift-school,computer games,linkedin.com/company/rift-school,,rift school,,11-50,riftschool.com,
,0,flowgamez,computer games,linkedin.com/company/flowgamez,,flowgamez,,11-50,flowgamez.com,
france,0,w-s-frutuoso-ltda,computer games,linkedin.com/company/w-s-frutuoso-ltda,,w.s.frutuoso ltda,,1-10,marques70.over-blog.com,FR
,0,北京梦幻天下科技有限公司,computer games,linkedin.com/company/北京梦幻天下科技有限公司,,北京梦幻天下科技有限公司,,1-10,fhgame.com,
united kingdom,0,revive-corporation,computer games,linkedin.com/company/revive-corporation,,revive corporation,,1-10,revivecorp.com,GB
,0,福建游龙网络科技有限公司,computer games,linkedin.com/company/福建游龙网络科技有限公司,,福建游龙网络科技有限公司,,51-200,920yl.com,
france,0,storyrole,computer games,linkedin.com/company/storyrole,angers,storyrole,pays de la loire,1-10,storyrole.app,FR
united arab emirates,0,ciprosoft-dmcc,computer games,linkedin.com/company/ciprosoft-dmcc,,ciprosoft dmcc,dubai,11-50,ciprosoft.com,AE
,0,barricade-studio,computer games,linkedin.com/company/barricade-studio,,barricade studio,,1-10,barricade.studio,
belgium,0,10tacle-studios-belgium,computer games,linkedin.com/company/10tacle-studios-belgium,,10tacle studios belgium,,11-50,,BE
,0,snooker-cash,computer games,linkedin.com/company/snooker-cash,,snooker.cash,,1-10,,
singapore,0,starrynift,computer games,linkedin.com/company/starrynift,,starrynift,,11-50,starrynift.art,SG
united states,0,sellers-home-network,computer games,linkedin.com/company/sellers-home-network,osseo,sellers home network,minnesota,1-10,,US
georgia,0,gameteq,computer games,linkedin.com/company/gameteq,,gameteq,t'bilisi,201-500,,GE
spain,0,virtual-toys,computer games,linkedin.com/company/virtual-toys,san sebastian de los reyes,virtual toys,madrid,51-200,virtualtoys.net,ES
argentina,0,mercadogamer,computer games,linkedin.com/company/mercadogamer,,mercado gamer,buenos aires,1-10,mercadogamer.com,AR
turkey,0,kova-studios,computer games,linkedin.com/company/kova-studios,,kova studios,ankara,1-10,kovastudios.com,TR
,0,funkywolves,computer games,linkedin.com/company/funkywolves,,funky wolves,,1-10,funkywolves.com,
united states,0,buffalo-community-center,computer games,linkedin.com/company/buffalo-community-center,west jefferson,buffalo community center,north carolina,1-10,,US
estonia,0,ninezyme,computer games,linkedin.com/company/ninezyme,tallinn,ninezyme,harjumaa,1-10,ninezyme.com,EE
australia,0,larrikin-interactive,computer games,linkedin.com/company/larrikin-interactive,,larrikin interactive,,1-10,larrikininteractive.com,AU
australia,0,last-minute-entertainment-pty-ltd,computer games,linkedin.com/company/last-minute-entertainment-pty-ltd,adelaide,last minute entertainment pty ltd,south australia,1-10,lastminent.com,AU
turkey,0,pink-games-tr,computer games,linkedin.com/company/pink-games-tr,,pink games,istanbul,1-10,pinkgames.net,TR
,0,gentleman-s-hat-studios,computer games,linkedin.com/company/gentleman-s-hat-studios,,gentleman's hat studios,,1-10,,
,0,playpogl,computer games,linkedin.com/company/playpogl,,pogl,,11-50,playpogl.com,
poland,0,playway,computer games,linkedin.com/company/playway,warsaw,playway,mazovia,11-50,play-way.com,PL
switzerland,0,marten-gaming,computer games,linkedin.com/company/marten-gaming,aarau,marten gaming,aargau,1-10,martengaming.com,CH
,0,noritown-studio,computer games,linkedin.com/company/noritown-studio,,noritown studio,,1-10,nwconsortium.com,
sweden,0,early-morning-studio,computer games,linkedin.com/company/early-morning-studio,,early morning studio,saintckholm,1-10,earlymorningstudio.com,SE
,0,core-game,computer games,linkedin.com/company/core-game,,core game,,1-10,coregame.ch,
singapore,0,evolve-labs-technology,computer games,linkedin.com/company/evolve-labs-technology,singapore,evolve labs,central singapore,1-10,,SG
,0,your-game-news,computer games,linkedin.com/company/your-game-news,,your game news,,1-10,yourgamenews.nl,
united kingdom,0,diffusion-labs,computer games,linkedin.com/company/diffusion-labs,northampton,diffusion labs,northamptonshire,1-10,diffusionlabs.itch.io,GB
cyprus,0,rovoox,computer games,linkedin.com/company/rovoox,,rovoox,limassol,1-10,rovoox.com,CY
georgia,0,vit-games-studio,computer games,linkedin.com/company/vit-games-studio,,vit games studio,t'bilisi,1-10,instagram.com/vit.games,GE
argentina,0,involuntary-games-studio,computer games,linkedin.com/company/involuntary-games-studio,,involuntary games studio,cordoba,1-10,involuntarygames.com,AR
,0,mymetavault,computer games,linkedin.com/company/mymetavault,,mymetavault,,11-50,,
thailand,0,z.e-software,computer games,linkedin.com/company/z.e-software,,z.e software,,11-50,zes-thailand.com,TH
,0,vistory-soft,computer games,linkedin.com/company/vistory-soft,,vistory soft,,1-10,vistorysoft.com,
united states,0,sierra-online,computer games,linkedin.com/company/sierra-online,,sierra online,,501-1000,,US
sweden,0,jce,computer games,linkedin.com/company/jce,,jce,,1-10,,SE
,0,gudu-studios,computer games,linkedin.com/company/gudu-studios,,gudu studios,,1-10,,
united states,0,redoctane,computer games,linkedin.com/company/redoctane,,redoctane,california,11-50,redoctanegames.com,US
,0,alpha-omega-gaming,computer games,linkedin.com/company/alpha-omega-gaming,,alpha omega gaming,,51-200,,
,0,赛文游悦（北京）娱乐科技有限公司,computer games,linkedin.com/company/赛文游悦（北京）娱乐科技有限公司,,赛文游悦（北京）娱乐科技有限公司,,1-10,7k-arts.com,
norway,0,among-us-generator,computer games,linkedin.com/company/among-us-generator,,among us generator,telemark,1-10,chatgamings.com,NO
malaysia,0,oriented-games-pte.-ltd.,computer games,linkedin.com/company/oriented-games-pte.-ltd.,,oriented games pte. ltd.,,11-50,omedia.asia,MY
united states,0,kaylune,computer games,linkedin.com/company/kaylune,washingtonville,kaylune.com,new york,11-50,kaylune.com,US
ghana,0,giiks-game-city,computer games,linkedin.com/company/giiks-game-city,accra,giiks game city,greater accra,11-50,ggcgh.com,GH
,0,cloverbug-studio-co-ltd,computer games,linkedin.com/company/cloverbug-studio-co-ltd,,"cloverbug studio co., ltd.",,1-10,,
,0,alink,computer games,linkedin.com/company/alink,,alien link,,1-10,,
china,0,taihe-rye-music-co-ltd-,computer games,linkedin.com/company/taihe-rye-music-co-ltd-,beijing,"taihe rye music co., ltd.",beijing,1-10,trmusic.com.cn,CN
belgium,0,viveslan,computer games,linkedin.com/company/viveslan,,viveslan,,1-10,viveslan.be,BE
denmark,0,arcticinteractive,computer games,linkedin.com/company/arcticinteractive,ringsted,arctic interactive,zealand,1-10,arctic-interactive.com,DK
canada,0,supernatural-studios,computer games,linkedin.com/company/supernatural-studios,west vancouver,supernatural studios,british columbia,11-50,supernaturalgamestudios.com,CA
,0,lan-king,computer games,linkedin.com/company/lan-king,,lan king,,1-10,lanking.us,
united kingdom,0,digital-sports-arena,computer games,linkedin.com/company/digital-sports-arena,saint andrews,digital sports arena,fife,1-10,digitalsportsarena.com,GB
canada,0,new-oriental-education-corporation,computer games,linkedin.com/company/new-oriental-education-corporation,toronto,new oriental education corporation,ontario,1-10,,CA
united states,0,seven-lights,computer games,linkedin.com/company/seven-lights,chicago,seven lights,illinois,1-10,sevenlights.com,US
united states,0,baseus-trading-corporation,computer games,linkedin.com/company/baseus-trading-corporation,,baseus trading corporation,,51-200,,US
turkey,0,anygamesio,computer games,linkedin.com/company/anygamesio,,any games,istanbul,1-10,anygames.io,TR
,0,redinfinity,computer games,linkedin.com/company/redinfinity,,红海无限,,51-200,redinfinity.net,
,0,chornobyl360-interactive-vr-documentary,computer games,linkedin.com/company/chornobyl360-interactive-vr-documentary,,chornobyl360 interactive vr documentary,,1-10,,
poland,0,wagtailbros,computer games,linkedin.com/company/wagtailbros,olsztyn,wagtailbros game studio,warmia-masuria,1-10,,PL
united states,0,fantasma-collective-llc,computer games,linkedin.com/company/fantasma-collective-llc,,fantasma collective,new york,1-10,fantasmacollective.com,US
,0,sleep-journey-app,computer games,linkedin.com/company/sleep-journey-app,,sleep journey app,,1-10,sleepjourney.app,
bolivia,0,mampel-skyliner,computer games,linkedin.com/company/mampel-skyliner,,mampel skyliner,cochabamba,1-10,facebook.com/mampita.skyliner,BO
